"","ASS.1","ASS.2","BET.1","BET.2","ASPL.1","ASPL.2","CC.1","CC.2","DEG.1","DEG.2","MIN.1","MIN.2","MAX.1","MAX.2","SD.1","SD.2","MT3.1","MT3.2","MT4.1","MT4.2","CLASS"
"90",-0.160603850688633,0.506194690265487,37.734375,0.234375,2.19791666666667,63.2886904761905,0.13934045517882,0,8.4375,0.96875,57,1,19,53,4.38929071899698,1.56315462477401,1953,6,17826,3,"i_gpI"
"91",0.0132233566038491,-0.214695153725899,37.625,5.59375,2.19444444444444,59.0213293650794,0.18498023715415,0,9.46875,1.75,64,5,1,1,5.04257665931608,2.50713268211203,2218,40,21289,72,"i_gpI"
"92",-0.0606425981421463,-0.326496590994231,37.9516129032258,15.3870967741935,2.24431517715494,51.7625594923321,0.168768186226964,0.0909090909090909,9.06451612903226,2.16129032258065,37,8,10,10,5.58061917870843,3.04175072747612,1830,62,16398,137,"i_gpI"
"93",-0.0545876678628752,0.0124726108208326,37.6825396825397,1.03174603174603,2.21556579621096,60.8110599078341,0.157666345226615,0.103448275862069,8.82539682539683,1.71428571428571,37,1,2,18,4.36089544866456,2.19551280973167,1856,27,16464,32,"i_gpI"
"94",0.0133423792164282,-0.142732049036778,38.6984126984127,0.222222222222222,2.24833589349718,62.2452636968766,0.14785373608903,0,8.06349206349206,0.920634920634921,45,1,42,42,3.86411537208802,1.46245030024831,1701,7,14426,3,"i_gpI"
"95",0.129153492059203,0.0444444444444446,40.1111111111111,0.777777777777778,2.29390681003584,61.8187403993856,0.186903137789904,0,8.47619047619048,0.857142857142857,24,3,6,1,4.70366069813009,1.56429044882814,1925,10,17502,9,"i_gpI"
"96",0.0476896111457868,0.0702210663198959,35.53125,0.28125,2.12797619047619,63.2589285714286,0.183173588924388,0,9.53125,0.8125,51,1,13,18,4.98877708716243,1.7354840137278,2473,8,24696,7,"i_gpI"
"97",-0.0479799101712164,-0.14437501982302,33.7704918032787,8.39344262295082,2.12568306010929,54.0666666666667,0.208317861121426,0.0666666666666667,9.70491803278689,1.86885245901639,40,6,41,2,5.77160942977226,2.61071771636374,2319,43,22940,82,"i_gpI"
"98",0.236114043994834,0.169289949721805,34.5409836065574,14.6229508196721,2.15136612021858,45.1595628415301,0.298512089274644,0.218181818181818,12.5573770491803,5.27868852459016,47,2,18,18,13.8510223331035,10.7952630777593,2584,188,26756,772,"i_gpI"
"99",0.0793135370023847,-0.100290667976115,28.8333333333333,26.3666666666667,1.9774011299435,27.8937853107345,0.357142857142857,0.316666666666667,16.9666666666667,8.46666666666667,55,1,11,11,17.0889662753948,14.0778304697302,3968,568,46273,3459,"i_gpI"
"100",0.094878620742433,0.343924246277855,39.35,5.38333333333333,2.33389830508475,55.5824858757062,0.173443456162643,0.0789473684210526,7.8,1.8,31,1,12,14,5.7336355195623,3.34360000851614,1392,36,11433,73,"i_gpI"
"101",-0.100640622877741,0.129544760158876,34.4761904761905,1.20634920634921,2.11213517665131,61.1341525857655,0.149053627760252,0,9.42857142857143,1.3968253968254,29,1,15,15,4.51061216685891,1.98818836762291,2284,16,22056,20,"i_gpI"
"102",0.0273980823242544,-0.10898648749175,23.671875,29.875,1.7514880952381,18.5421626984127,0.453187695051271,0.296125461254613,29.65625,16.6875,18,18,12,12,23.7548449527703,20.5819114604324,9392,1740,137657,15964,"i_gpI"
"103",0.0187321514495086,-0.0675268179346484,38.8412698412698,7.15873015873016,2.25294418842806,55.8341013824885,0.155784061696658,0.0923076923076923,8.31746031746032,1.77777777777778,7,1,11,11,5.74687964934407,3.52156693699783,1743,61,15562,180,"i_gpI"
"104",-0.0147784089555386,0.222222222222222,37.5714285714286,2.80952380952381,2.21198156682028,60.2969790066564,0.144798500468604,0,8.76190476190476,1.33333333333333,60,10,8,8,4.18026965372812,1.79605302026775,1928,18,17394,21,"i_gpI"
"105",0.0514692790332428,-0.230769230769231,37.546875,0.515625,2.19196428571429,62.7038690476191,0.149793861658268,0,9,1.25,19,4,2,2,3.78384200482265,1.69030850945703,1965,14,17446,10,"i_gpI"
"106",0.0158276790122474,-0.101308595929167,37.9206349206349,18.3809523809524,2.22324628776242,50.7040450588838,0.167195287720888,0.0476190476190476,9.20634920634921,2.06349206349206,36,1,10,10,4.85651783575344,3.04203357213037,1961,61,17779,156,"i_gpI"
"107",0.195934027182035,0.0731136388167705,33.0333333333333,7.5,2.11977401129944,49.4209039548023,0.301154871187444,0.377483443708609,12.6333333333333,5.36666666666667,34,11,1,1,15.0861555870102,11.9035198706406,2699,226,28535,927,"i_gpI"
"108",-0.0903859011703236,-0.0567197541212631,39.4761904761905,3.9047619047619,2.27342549923195,59.15770609319,0.125929861849097,0,8.41269841269841,1.93650793650794,15,1,39,39,4.66502055672586,2.33399156833632,1724,29,15118,36,"i_gpI"
